temperature,rainfall,humidity
20.69,211.65,64.98
39.10,204.06,80.92
37.74,87.70,89.29
33.05,99.09,68.24
28.33,204.45,85.27
36.75,104.83,44.98
18.27,63.79,38.29
34.76,112.30,54.45
18.12,81.63,74.22
34.86,26.49,34.98
21.89,249.04,74.43
36.93,255.93,51.53
38.60,65.93,83.65
18.72,19.43,22.95
26.57,221.65,73.44
39.52,63.46,71.99
27.09,118.03,95.27
36.59,19.24,77.07
29.72,67.88,83.70
24.38,237.87,92.37
22.14,241.32,74.00
20.08,62.13,43.21
34.04,100.77,89.58
24.66,40.27,79.81
27.78,22.25,53.96
27.31,297.65,76.84
29.43,196.68,89.42
36.64,162.63,98.05
39.52,229.65,96.19
25.19,252.02,46.03
35.69,242.01,53.74
34.11,4.96,28.76
29.34,56.04,39.80
38.90,196.47,90.59
20.01,112.73,48.87
17.73,294.74,69.64
36.35,199.62,73.28
25.98,286.96,82.55
36.17,60.43,34.62
37.33,259.19,44.39
16.56,96.41,55.87
37.09,296.87,49.19
26.21,47.31,98.63
27.76,154.90,86.80
30.66,237.85,58.37
38.16,129.79,90.34
15.48,140.43,47.81
26.92,295.91,82.87
32.19,127.59,37.89
33.07,181.22,81.79
32.31,16.36,56.52
18.36,252.66,28.60
22.48,194.45,41.86
23.97,121.21,52.18
35.11,4.85,79.94
21.97,177.50,25.84
20.27,3.80,72.76
38.94,0.36,77.28
15.22,184.83,72.31
39.95,56.71,80.85
31.92,57.57,34.25
35.71,195.98,66.97
22.37,16.11,95.29
15.36,94.02,68.86
33.45,44.83,68.91
35.85,174.05,78.92
33.51,198.53,46.66
18.57,216.34,76.04
33.84,76.57,93.30
34.22,26.77,20.87
31.46,23.61,89.61
34.15,127.85,37.49
36.15,283.75,56.47
30.34,65.32,88.19
17.22,77.02,85.91
27.19,30.27,91.35
16.94,181.67,95.23
25.19,203.96,55.77
25.18,192.88,72.51
16.65,258.34,51.24
23.72,145.93,48.06
17.77,40.34,54.53
35.21,86.82,79.45
38.69,198.73,60.12
16.81,183.94,85.12
38.88,159.30,79.62
28.06,204.89,21.64
22.49,191.22,70.42
16.92,264.40,54.93
27.52,175.80,56.53
34.86,233.58,85.47
32.68,74.61,63.81
16.26,203.45,90.85
16.82,270.66,77.02
25.07,115.72,64.23
22.38,233.73,80.36
20.81,217.44,23.07
22.03,17.86,22.17
35.09,174.45,26.67
38.23,39.06,55.01
25.13,290.20,38.84
37.65,243.42,98.74
23.04,32.92,63.38
26.91,36.53,72.99
20.65,178.34,42.31
31.01,103.47,45.74
39.47,10.47,46.84
30.09,162.49,75.90
23.95,116.35,57.90
31.20,30.32,61.41
18.07,240.58,67.36
37.22,274.52,81.50
27.58,226.98,27.23
26.23,246.73,82.15
29.65,64.95,65.06
30.62,79.07,73.53
16.79,62.56,46.20
32.07,229.52,52.75
21.05,284.38,38.49
32.85,215.05,98.34
35.56,264.44,59.76
35.10,191.61,99.69
28.81,116.30,59.18
28.00,127.73,37.58
18.57,22.60,60.60
34.38,9.44,23.17
21.79,208.64,92.38
27.42,131.53,85.48
22.11,165.66,78.07
18.35,167.30,68.79
30.74,83.21,66.39
16.36,142.77,99.74
33.72,141.23,42.24
22.94,116.53,82.37
15.00,246.20,66.51
27.78,135.35,98.07
16.17,181.09,86.22
21.90,268.66,99.88
32.67,259.87,67.07
16.57,267.13,36.36
35.98,81.00,60.29
15.10,10.49,76.89
21.17,78.32,81.95
33.52,83.61,20.04
22.91,272.81,60.40
17.55,194.77,38.82
24.01,24.51,89.99
21.76,40.61,32.23
36.07,46.70,73.32
22.83,189.13,41.28
34.72,220.62,48.52
37.30,257.89,95.24
25.85,282.19,39.24
37.75,60.51,27.60
24.43,92.93,25.54
39.10,72.10,60.37
17.23,107.63,71.34
32.18,274.40,46.18
27.35,172.53,75.22
24.69,221.46,24.88
30.82,147.04,88.59
32.60,8.66,85.33
15.11,19.26,98.84
19.17,161.38,94.92
32.83,215.64,48.50
31.66,64.60,51.94
39.15,216.57,79.68
34.03,243.20,30.73
38.77,123.57,45.12
32.56,223.93,29.48
22.45,121.21,56.39
17.63,203.51,64.16
34.55,229.20,36.89
31.10,297.58,22.13
16.20,103.62,77.55
24.00,123.31,21.60
38.92,49.69,97.87
27.51,61.22,37.73
25.82,208.02,73.11
26.44,275.11,54.78
20.22,118.38,24.77
24.22,53.95,57.77
24.25,85.53,61.34
16.31,136.52,88.37
34.19,87.20,78.59
25.41,70.07,26.34
35.55,220.80,36.73
36.26,2.35,44.95
20.30,161.77,29.31
31.43,238.13,56.55
26.81,79.87,98.74
37.00,180.99,61.17
20.39,200.67,79.35
31.95,196.51,74.64
30.19,133.75,87.99
22.38,103.97,37.26
18.42,250.78,80.31
31.29,227.53,90.51
33.46,96.38,33.72
22.89,30.91,47.74
31.12,21.54,97.61
24.88,28.28,82.46
32.83,174.86,42.61
19.98,15.50,65.12
37.26,101.08,52.35
22.19,225.96,59.20
24.19,88.30,48.41
16.45,228.99,42.35
17.79,223.64,73.98
27.90,73.75,82.28
21.69,218.65,89.92
35.89,224.33,32.43
15.37,119.24,85.83
24.48,63.13,40.38
23.43,156.38,54.19
15.48,276.42,92.12
18.11,191.89,56.36
25.34,51.88,35.77
27.32,204.83,32.79
25.11,128.16,57.84
28.27,177.46,81.01
29.88,220.22,99.78
15.25,154.48,82.99
26.60,244.20,90.16
39.09,216.65,79.83
27.98,184.52,91.63
31.94,45.24,26.10
22.80,250.78,94.39
34.35,280.77,51.71
34.32,41.09,93.73
28.03,146.47,26.06
39.40,77.67,77.22
18.14,226.36,78.86
15.42,216.49,99.75
34.25,42.27,81.51
35.18,263.11,50.61
18.01,54.29,64.58
21.64,239.18,49.32
15.44,137.09,35.68
22.33,98.48,39.88
34.33,47.47,37.76
27.95,50.28,63.91
23.70,198.57,92.49
24.29,165.13,93.02
15.03,36.63,24.38
22.50,33.81,26.39
31.16,21.69,39.61
39.35,223.13,40.40
36.18,213.56,27.59
15.59,17.53,51.08
37.46,168.08,67.02
34.58,25.40,66.25
34.51,271.12,63.47
26.45,272.14,47.09
24.95,209.47,76.52
22.57,277.86,86.12
16.64,243.44,47.70
20.71,248.56,26.84
21.17,170.91,43.71
27.10,91.82,30.99
33.69,65.34,57.39
26.85,98.16,32.47
16.45,188.55,57.03
38.94,51.80,37.68
38.57,77.59,79.10
34.63,140.42,22.21
39.78,69.92,64.38
28.61,176.59,33.56
39.07,276.95,20.08
16.89,224.43,89.54
24.14,199.93,73.72
20.63,174.82,27.92
19.90,146.38,73.13
18.52,55.97,68.93
30.56,268.41,57.87
34.53,74.56,53.54
29.46,27.39,90.97
18.67,225.00,39.61
35.28,52.68,51.86
30.90,111.57,46.33
24.70,8.49,81.70
31.85,41.12,93.32
21.50,51.96,87.98
23.63,16.32,83.82
37.94,197.00,98.94
22.26,251.10,75.77
26.75,111.99,80.08
37.25,262.37,98.62
32.69,64.00,20.56
16.56,97.62,70.72
18.68,45.22,79.12
15.20,186.17,93.43
30.77,125.96,90.71
26.19,183.99,87.36
18.36,228.50,95.66
38.95,163.71,62.99
28.24,188.29,20.55
21.05,280.58,20.88
27.52,89.72,63.57
31.99,107.75,54.82
16.91,215.31,56.10
21.87,183.39,52.03
35.17,53.56,93.42
26.49,112.84,48.73
28.66,140.35,88.50
25.82,125.82,92.23
16.10,53.48,59.96
19.14,277.33,55.76
26.14,228.70,80.88
20.23,144.41,76.64
16.25,204.02,46.28
36.09,269.18,28.20
39.53,40.85,41.19
34.83,75.11,30.48
36.34,162.81,43.58
21.05,239.70,40.95
39.02,10.88,71.02
19.92,295.21,96.36
38.79,136.47,74.86
39.87,107.77,94.13
32.79,87.82,82.73
39.53,52.31,78.23
29.24,237.47,53.12
21.49,286.62,45.98
25.92,124.09,87.70
29.84,285.73,92.43
16.83,247.14,56.15
30.56,144.32,20.73
39.53,202.21,83.40
19.75,130.50,42.81
34.81,167.62,20.79
37.70,17.41,84.40
38.59,208.88,61.39
39.00,15.85,74.82
28.04,245.13,93.18
39.43,247.48,63.29
33.93,71.12,60.26
19.04,97.10,43.25
26.92,144.39,44.42
32.96,179.00,83.72
21.18,86.21,55.92
31.02,177.75,33.08
31.67,89.34,27.56
19.07,16.65,57.83
29.13,0.76,57.20
34.29,30.35,72.28
27.47,237.68,57.69
15.30,288.43,31.48
15.23,128.09,60.62
23.93,153.81,92.54
38.15,44.05,32.76
20.72,165.31,75.18
30.86,43.40,67.51
20.55,183.36,79.89
23.04,279.98,32.05
36.20,58.71,95.33
33.22,229.37,69.68
17.38,7.05,87.77
25.72,112.65,39.73
15.73,33.22,79.15
27.02,105.74,82.48
31.56,52.06,51.79
17.96,111.99,50.72
22.22,125.26,72.62
24.95,90.18,27.47
37.99,196.99,78.85
39.83,275.66,23.43
16.12,120.18,35.25
34.03,57.70,73.13
24.29,81.22,27.87
24.81,256.20,97.75
33.86,171.49,89.47
37.96,136.50,70.10
38.77,44.89,85.52
29.43,134.92,91.01
23.93,83.55,40.76
34.69,282.95,87.95
21.28,265.22,35.58
29.10,25.17,53.07
23.96,155.00,64.66
31.42,67.52,77.11
21.01,123.23,22.41
19.79,263.05,43.24
37.96,158.25,68.68
17.55,100.26,48.59
27.65,62.37,82.00
20.52,240.10,72.13
15.97,187.36,38.75
15.90,140.42,31.67
19.38,65.25,70.32
36.67,100.27,56.04
22.06,287.95,33.52
38.76,156.03,46.11
29.54,120.21,44.24
25.92,156.43,28.65
29.50,233.70,63.75
27.92,102.03,81.09
33.97,53.61,66.04
22.06,175.48,86.10
23.83,199.56,30.21
37.35,213.82,54.85
38.66,264.60,68.75
37.31,111.35,74.08
25.49,22.61,75.66
34.51,287.50,78.32
26.91,130.50,72.11
27.44,186.98,27.54
20.12,199.89,75.62
29.78,163.95,77.98
19.65,61.58,99.48
23.29,226.54,75.47
36.38,241.13,74.95
20.18,165.89,61.19
16.78,146.57,89.43
16.73,34.18,99.75
38.52,25.19,82.32
27.67,101.87,69.00
25.24,93.25,26.32
35.27,286.10,78.14
35.90,235.09,76.68
23.30,197.98,82.05
32.34,155.29,29.96
34.28,50.21,72.30
31.37,293.54,43.66
18.79,112.51,80.82
36.90,32.08,39.23
28.48,148.14,74.72
22.06,262.20,43.60
25.63,266.19,20.72
15.94,3.29,70.67
18.20,265.89,29.06
34.14,81.45,72.74
15.00,11.69,94.05
25.41,254.34,97.54
28.06,259.16,38.87
16.37,178.87,84.74
39.33,172.33,48.28
20.65,243.94,92.04
22.60,235.89,83.00
22.60,267.03,25.91
20.76,165.82,52.57
15.04,290.29,46.99
33.23,298.84,82.81
39.17,34.96,52.82
20.61,254.86,74.77
31.58,149.95,68.19
33.55,116.27,98.05
36.21,183.92,95.02
25.57,16.79,54.22
22.57,151.94,77.89
23.13,261.27,86.36
32.82,64.04,91.91
35.42,127.92,25.45
19.54,281.84,44.17
24.27,128.57,45.62
37.55,107.51,54.76
35.17,132.16,33.54
39.62,155.84,59.70
33.86,189.60,73.06
24.83,240.21,59.79
29.77,135.63,73.26
31.53,245.24,25.32
16.96,160.12,90.08
28.61,101.54,95.13
32.73,197.39,69.43
19.18,215.32,90.51
34.52,167.41,30.52
29.59,16.98,83.80
38.81,50.96,29.53
16.06,85.59,52.64
21.63,84.79,45.91
30.04,202.03,66.85
22.41,5.50,44.12
32.86,226.70,70.99
33.98,79.60,49.39
17.56,93.01,88.86
27.85,158.37,70.71
27.72,64.78,37.22
24.23,265.34,46.89
38.32,25.61,87.79
35.69,133.31,50.92
32.43,254.83,62.86
32.86,184.75,71.92
26.54,87.70,47.82
38.02,126.23,43.52
32.36,212.01,58.02
33.22,291.98,37.19
36.54,267.94,42.74
21.85,102.73,24.97
35.18,299.46,44.32
19.88,1.05,45.66
23.63,8.29,96.95
23.39,247.15,67.18
39.46,59.84,82.99
36.41,18.23,23.63
32.53,71.14,28.52
33.18,127.83,85.16
29.05,219.17,69.88
38.68,187.30,35.28
27.41,71.29,52.38
24.51,150.98,63.09
19.08,277.86,87.49
34.66,244.50,24.83
33.36,96.96,67.74
24.61,294.68,77.36
15.63,212.59,98.23
35.97,18.73,84.57
15.29,10.55,42.10
32.59,50.52,76.77
39.26,218.36,81.06
25.94,55.12,78.38
20.87,153.45,85.61
32.62,27.98,92.30
35.43,276.27,27.87
28.66,103.19,28.38
39.18,272.44,83.71
16.29,283.46,40.19
27.62,1.84,24.68
32.96,139.24,52.10
36.57,7.40,85.59
19.48,272.61,30.13
35.00,155.52,73.75
28.82,22.48,20.29
24.91,33.08,28.78
18.29,115.05,48.07
36.63,282.07,26.69
18.93,207.87,87.67
22.74,260.29,89.13
22.25,109.94,80.45
36.79,12.96,39.40
31.82,292.30,61.86
34.92,5.15,34.74
21.26,284.30,42.50
30.62,110.60,61.28
29.29,3.03,78.80
35.82,206.75,27.57
37.65,294.16,43.74
15.30,289.69,94.13
31.85,48.28,54.33
16.30,54.37,95.11
28.72,169.66,99.31
22.19,191.19,62.13
22.67,221.83,43.04
23.82,54.32,83.26
30.53,287.70,32.74
23.35,191.62,40.16
33.32,254.11,82.79
25.11,162.02,54.69
16.71,124.28,36.12
34.59,293.15,72.09
22.14,174.64,78.62
25.82,260.06,30.01
32.14,285.99,42.16
23.31,202.61,37.70
16.41,164.68,50.39
24.35,1.05,81.08
38.61,12.01,77.10
31.04,60.26,73.00
31.79,55.80,20.50
30.81,76.43,31.37
19.97,91.48,37.86
25.46,108.02,41.76
33.77,126.16,31.71
17.53,29.66,52.83
21.95,12.71,26.01
21.91,202.18,80.00
25.80,161.20,83.02
39.51,133.24,65.94
16.69,190.33,27.18
27.97,248.30,91.21
19.48,128.31,97.25
39.27,192.34,36.19
17.83,286.07,76.37
25.09,251.89,87.36
33.45,127.80,63.19
32.61,193.42,45.87
25.57,53.12,58.28
23.66,168.16,60.98
24.94,294.40,52.05
21.61,155.49,94.39
20.13,278.29,79.51
27.08,122.20,39.30
21.71,299.65,66.84
22.19,173.77,75.10
31.42,12.68,31.21
39.21,176.03,48.67
30.09,82.37,92.44
16.92,9.74,65.37
16.89,246.26,37.36
38.79,82.72,29.82
22.43,238.96,61.46
17.30,86.47,63.81
29.98,58.30,46.75
30.59,292.18,70.43
31.21,108.49,25.49
21.69,180.41,31.61
15.38,182.99,63.70
39.13,168.14,24.95
21.27,274.41,90.47
31.90,202.33,31.37
32.67,121.12,73.91
30.25,258.71,51.30
22.82,54.32,51.98
21.78,163.27,81.19
29.94,285.17,59.96
36.65,187.62,78.05
38.67,245.09,60.42
17.65,196.07,67.43
18.87,251.81,80.86
38.62,283.35,68.58
33.41,81.88,69.25
37.07,50.90,83.14
20.07,145.20,95.93
29.69,210.56,50.14
32.53,68.16,66.17
32.00,1.23,26.90
25.20,102.88,48.70
15.38,290.66,52.96
29.57,208.49,86.82
21.33,120.40,61.07
26.26,57.77,78.49
38.94,106.83,21.52
24.98,50.95,57.16
36.00,31.89,92.11
19.71,272.02,37.95
31.81,299.30,22.52
39.43,49.23,54.67
17.55,16.36,76.35
15.21,98.92,56.36
25.84,138.50,56.80
17.32,61.45,73.58
33.71,90.43,40.35
37.86,60.26,80.15
25.85,232.28,32.25
21.47,213.77,51.66
25.86,190.49,72.48
33.09,116.17,86.27
15.23,272.71,83.32
29.74,290.86,77.73
30.33,52.09,48.73
30.94,66.90,29.78
21.05,157.69,37.35
32.85,27.38,89.19
17.28,130.93,88.59
19.98,174.54,96.12
36.94,156.62,26.08
33.47,99.27,62.94
15.34,162.73,71.89
21.21,287.64,76.85
20.36,61.81,71.51
21.77,196.45,81.60
21.19,13.02,48.76
16.56,19.92,34.35
26.47,165.55,36.37
33.32,31.48,20.96
30.17,6.70,48.03
31.82,51.45,27.34
17.03,169.45,45.72
38.79,211.00,70.26
35.96,60.74,91.56
35.13,200.48,87.17
35.57,54.74,40.21
38.32,184.04,30.73
28.61,123.59,35.45
20.01,196.14,97.68
30.42,298.52,63.96
33.57,281.35,34.60
33.45,1.28,87.26
28.04,265.63,51.62
16.71,19.95,91.94
24.28,285.91,40.85
38.02,84.55,51.46
29.61,114.61,60.40
28.46,27.49,91.41
21.72,33.68,89.50
24.21,218.02,65.95
37.38,283.30,37.74
31.66,183.22,52.27
34.68,214.76,98.05
26.36,228.59,68.62
30.76,78.84,82.49
21.21,13.57,55.99
32.64,0.56,62.56
25.69,105.19,54.32
26.06,72.44,76.23
31.23,18.70,88.12
38.41,53.86,60.59
16.60,37.35,58.47
35.62,274.46,47.22
22.31,42.08,34.17
26.10,161.29,95.14
15.55,177.93,45.29
22.53,163.05,84.06
27.57,29.72,77.23
16.40,95.64,83.27
27.28,15.38,94.94
38.18,118.70,69.87
17.63,56.58,91.84
34.11,168.49,33.42
25.24,207.84,70.14
31.38,159.64,81.78
21.51,130.27,41.73
18.99,116.20,79.26
19.01,252.51,82.28
16.76,65.81,86.50
19.64,220.27,45.03
31.61,227.24,74.53
37.04,125.76,44.34
35.35,89.19,79.12
32.13,141.16,57.04
17.76,27.96,67.80
22.23,13.78,53.27
22.75,33.48,32.96
21.25,56.14,34.24
27.88,151.25,26.21
28.39,254.74,69.45
23.92,70.69,87.89
23.84,280.55,21.67
35.71,286.47,25.30
34.73,287.67,56.60
22.69,251.27,79.02
37.84,109.15,32.62
38.82,21.81,41.73
23.17,170.65,38.56
23.86,167.60,51.92
27.64,254.99,38.00
38.53,298.80,48.21
36.91,152.45,78.28
17.56,103.56,68.88
24.82,55.77,26.49
28.83,1.44,71.02
27.58,152.73,58.17
19.85,166.66,94.77
36.47,247.48,43.14
31.92,151.37,78.09
35.95,274.94,78.47
36.47,188.43,37.72
33.71,252.10,92.26
25.98,44.49,59.29
30.26,256.60,74.31
19.01,202.54,31.67
31.84,51.07,40.62
19.48,56.93,66.89
32.35,277.95,45.52
20.74,9.66,59.98
17.94,138.76,49.92
19.13,94.04,71.24
15.05,199.52,58.97
32.97,251.89,20.37
33.31,108.11,71.97
27.87,128.07,53.77
19.03,294.58,47.34
17.09,235.17,27.53
15.48,269.16,37.63
19.14,131.63,37.90
37.27,70.22,94.83
21.04,123.56,54.60
23.86,214.83,23.37
17.63,32.83,31.11
20.56,81.14,26.32
27.98,13.99,67.11
30.19,129.70,34.93
21.13,248.23,59.88
16.44,7.40,49.60
24.78,202.60,84.31
20.86,279.75,45.64
20.49,71.08,56.66
39.00,208.09,77.70
30.41,292.53,54.67
28.92,288.68,83.46
25.39,70.48,72.93
25.72,30.10,52.84
28.52,44.48,60.32
32.41,210.61,97.38
32.55,217.73,72.93
19.29,202.27,92.40
27.50,100.82,34.30
25.30,50.93,58.66
36.76,174.23,92.69
30.79,145.10,45.81
28.31,218.65,97.41
17.88,132.41,27.77
30.14,101.59,92.21
17.93,88.04,55.62
23.43,63.44,25.90
18.57,79.72,90.36
32.30,28.45,40.16
20.16,104.06,21.78
24.80,10.97,30.86
37.39,55.92,72.73
20.11,224.03,98.22
27.70,97.64,28.92
25.48,200.47,56.96
15.45,215.07,34.45
34.82,174.36,79.60
16.73,287.61,29.44
26.86,6.43,39.19
29.02,221.60,35.71
30.71,287.64,64.20
32.22,258.68,89.85
21.33,50.37,60.89
15.25,98.05,24.66
33.09,51.74,65.07
28.39,180.39,83.80
35.90,213.66,30.57
35.53,95.12,25.82
36.08,161.85,35.02
27.13,207.28,79.69
23.34,126.40,67.33
34.79,256.20,63.25
26.28,231.46,39.96
19.59,19.40,46.58
36.37,186.34,97.27
37.06,70.60,39.25
26.66,167.26,92.13
16.89,287.07,66.44
24.70,263.72,29.86
35.09,121.35,57.38
37.54,87.45,95.88
20.09,70.32,53.49
16.67,159.75,89.07
36.93,34.27,40.51
24.74,164.78,65.67
28.54,0.40,87.51
39.20,97.15,93.66
16.66,65.98,58.87
31.21,291.37,71.18
16.85,218.17,20.24
24.39,104.90,40.26
35.10,27.85,42.30
25.84,155.04,27.48
39.93,64.03,42.38
28.98,160.93,45.69
23.03,250.61,97.50
20.50,184.74,73.49
23.76,190.14,54.08
24.31,162.31,99.04
16.72,278.18,32.26
24.24,279.57,58.08
26.61,153.82,71.76
33.07,91.73,24.45
31.42,137.88,77.36
32.72,55.97,27.99
15.21,190.90,31.22
20.44,150.03,32.78
31.54,30.99,94.31
27.10,59.29,74.66
15.13,143.89,72.43
35.11,266.28,64.44
34.32,169.92,43.42
28.71,204.46,69.67
16.66,101.71,52.81
34.16,171.42,31.63
29.59,134.21,75.17
34.55,197.74,30.37
33.79,15.17,35.25
35.08,147.99,85.42
27.95,88.80,72.81
18.51,97.86,70.48
31.78,288.28,53.46
30.51,54.81,51.70
33.56,93.37,75.22
19.25,152.97,79.20
19.87,258.91,60.82
37.26,125.00,97.54
33.75,223.16,96.46
37.71,256.91,52.99
33.97,93.00,85.65
29.93,117.83,63.46
31.35,106.97,60.94
37.23,249.86,24.40
29.47,13.30,65.92
30.81,92.53,92.05
18.91,203.82,82.41
26.85,169.63,82.91
32.91,130.89,32.79
21.77,161.98,48.68
20.06,59.28,38.66
22.85,129.21,45.27
21.04,150.51,66.36
20.37,270.36,49.18
25.62,78.25,64.86
37.70,260.35,55.08
27.68,193.27,42.93
19.70,6.10,27.63
16.92,217.39,91.35
32.40,10.67,20.91
24.57,299.21,20.13
35.55,261.79,86.14
31.49,89.20,99.74
34.91,77.22,78.17
21.80,114.43,21.22
32.31,106.85,38.14
21.60,111.70,97.75
38.48,95.48,84.69
30.91,186.34,65.34
23.11,49.28,38.95
21.74,253.79,21.15
19.77,243.72,21.67
32.37,142.94,68.96
20.47,255.82,21.75
29.88,74.14,99.49
21.62,5.27,34.67
31.55,185.76,76.86
35.37,137.37,32.40
34.45,170.15,63.21
34.02,269.80,26.45
19.69,290.98,81.34
17.21,190.34,66.79
32.47,229.22,26.89
24.21,25.14,87.89
25.81,48.21,63.76
15.78,219.96,93.73
21.49,129.41,93.33
15.84,133.79,93.64
36.98,92.58,26.22
21.08,182.21,29.68
28.93,55.55,99.02
15.97,188.07,59.01
31.67,52.14,39.06
23.08,19.15,81.57
37.45,99.11,41.14
37.20,69.34,78.18
23.13,266.70,86.98
37.52,16.49,82.74
39.90,52.98,41.92
35.64,164.62,52.13
36.12,144.32,53.06
21.23,13.76,59.30
29.42,2.18,33.39
16.68,296.42,56.20
17.37,197.65,60.86
39.97,109.62,62.54
23.17,141.13,85.59
33.70,79.97,61.39
35.17,103.46,38.46
36.45,194.71,73.05
39.94,264.84,83.79
21.04,55.24,45.55
16.01,252.11,71.62
25.28,36.47,31.76
18.25,64.50,47.35
15.56,11.15,92.74
24.01,42.24,92.90
34.59,275.19,66.03
29.15,137.83,76.19
22.82,23.30,88.32
31.36,287.92,96.68
20.80,263.70,59.19
15.36,226.40,64.93
34.11,280.04,53.25
30.59,66.04,25.76
34.06,250.91,53.82
15.97,207.00,83.25
35.93,260.93,84.39
30.49,239.07,91.39
29.08,103.95,24.12
30.62,232.32,62.17
36.61,78.74,28.59
29.67,98.58,36.06
29.52,32.37,92.02
39.77,280.52,59.74
33.92,87.30,80.68
26.06,156.19,25.15
32.68,117.40,53.35
24.73,287.98,73.94
20.72,100.51,30.67
29.92,233.56,46.07
38.20,256.62,25.16
38.23,130.68,72.11
23.55,113.45,97.67
28.19,224.32,86.16
20.29,273.87,97.97
39.89,226.48,87.65
39.53,68.14,88.42
31.24,266.49,66.17
35.11,116.27,61.46
32.88,172.87,52.50
29.83,249.43,85.45
16.33,56.52,34.57
26.37,235.35,24.50
31.87,178.85,95.83
31.94,268.00,20.30
24.33,51.59,98.15
38.54,126.20,78.31
19.18,249.85,46.28
27.51,5.77,75.83
32.27,33.66,85.43
32.43,297.17,39.63
31.22,84.12,81.67
21.88,292.66,84.35
18.91,54.76,39.95
30.90,108.33,23.35
29.98,225.86,36.33
19.48,197.33,36.05
32.63,174.34,25.22
26.38,158.97,78.08
31.69,253.03,50.40
35.93,70.48,90.75
19.24,132.74,40.17
15.48,46.64,56.26
34.48,178.78,71.12
30.24,75.16,90.20
32.49,100.15,61.97
35.95,141.38,49.88
35.07,8.03,89.36
39.02,27.58,44.82
28.40,205.78,26.35
27.21,128.69,55.60
25.05,259.44,82.81
18.84,208.40,22.46
29.32,2.43,66.87
21.93,185.01,67.56
38.03,28.12,94.28
29.58,234.28,42.92
29.82,297.45,42.31
23.87,159.36,55.24
16.30,204.83,48.55
15.79,71.19,78.91
25.58,131.28,71.34
17.11,256.83,80.71
30.17,50.23,85.60
37.02,79.66,93.84
37.07,133.63,54.47
31.48,213.67,98.78
20.28,112.77,37.25
36.57,278.32,77.15
37.15,28.34,62.72
19.92,111.24,85.35
33.44,212.69,58.14
22.16,67.80,82.72
35.07,196.92,94.41
39.93,49.27,78.58
15.75,16.79,82.09
37.43,36.30,25.37
30.57,279.00,36.40
39.33,165.53,97.94
26.63,238.90,75.45
36.18,99.80,64.92
16.56,177.80,49.36
23.38,148.49,23.55
16.68,283.72,49.53
39.38,224.27,59.91
35.42,219.16,36.92
36.31,13.91,33.85
38.45,164.90,60.67
17.13,140.10,66.87
24.64,278.35,39.19
16.78,77.20,66.99
20.27,80.95,92.03
20.73,123.40,57.85
26.73,73.01,88.59
21.71,38.76,94.18
17.52,257.22,27.39
19.19,167.48,27.66
18.68,258.41,58.08
39.33,249.34,67.05
33.98,84.61,54.07
39.19,164.32,46.12
25.99,24.97,71.28
21.96,274.58,20.17
34.96,121.28,97.45
23.16,118.10,38.57
22.48,90.83,93.37
20.81,138.20,28.72
18.24,75.53,39.05
21.41,112.46,38.79
23.88,239.98,99.69
31.85,250.28,20.37
16.56,91.25,71.17
20.26,140.70,89.57
35.23,262.15,73.78
18.67,15.80,49.02
23.57,266.74,96.66
36.62,65.76,91.48
18.87,203.56,54.72
17.07,174.77,65.87
27.11,165.88,97.40
22.56,257.81,98.60
29.09,30.47,55.99
35.10,104.11,87.79
18.43,161.48,44.16
29.52,243.39,49.75
27.64,64.93,33.19
18.60,240.88,36.73
30.60,119.89,72.55
21.84,56.67,60.86
27.20,227.70,38.49
17.06,27.27,52.23
26.49,154.43,49.85
22.66,19.16,98.99
35.56,106.93,88.29
16.42,180.32,51.04
25.47,166.83,93.11
26.46,121.40,47.41
33.13,128.71,73.43
29.36,68.03,97.33
31.68,136.76,51.22
34.43,285.98,74.39
36.56,255.14,43.67
22.85,43.57,41.30
28.45,8.93,65.93
36.00,280.06,98.34
39.74,158.02,56.25
37.24,161.35,95.01
24.29,234.22,93.15
19.88,94.41,40.30
27.23,144.57,52.15
33.54,290.60,71.46
27.31,201.64,61.44
27.08,46.12,27.68
35.96,39.97,99.50
24.04,61.28,80.21
36.49,230.01,55.02
25.17,88.61,69.45
23.21,6.42,27.01
26.35,283.25,59.62
34.06,50.91,94.47
18.15,2.87,91.73
19.91,71.14,46.99
38.79,70.51,62.51
19.39,126.60,75.79
29.19,276.12,47.20
29.48,263.76,25.19
27.24,137.07,60.44
31.12,123.27,68.13
20.75,166.50,20.47
28.82,73.04,27.65
24.30,15.66,36.58
31.54,281.77,47.84
18.53,56.01,63.28
29.27,59.52,43.51
19.63,141.74,42.09
21.97,147.48,89.55
20.47,5.53,31.60
19.57,44.39,59.64
35.64,113.45,96.23
22.14,205.12,70.00
38.18,68.53,77.38
39.25,126.90,54.50
29.28,167.20,21.59
18.58,266.58,71.69
24.36,97.82,70.55
34.94,40.07,28.83
24.18,146.78,56.97
17.18,224.02,93.23
28.92,32.96,36.41
36.13,127.41,56.89
34.90,5.34,56.89
19.38,10.07,84.86
31.82,144.89,85.97
20.51,89.46,80.74
20.46,253.53,49.24
36.85,180.65,25.76
21.24,136.18,47.96
21.58,122.38,74.38
15.02,149.17,76.22
36.77,12.13,97.20
34.81,267.84,56.29
30.68,299.49,70.59
33.76,54.45,63.14
18.80,36.11,32.05
26.46,43.07,56.90
23.78,198.31,63.59
17.34,198.43,96.06
